Filename_1,Filename_2,Similarity_score
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Vish46207_1457320000_BHVSSTF_339732_7265_9953.wav,https://vaani.iisc.ac.in/Audios/Srikakulam/IISc_VaaniProject_M_AP_Srikakulam_Moun58741_1148590000_BHVSFE_338579_10237_12925.wav,0.6511339
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Hars3991_1202190000_BHVSBA_338023_1365_4053.wav,https://vaani.iisc.ac.in/Audios/Gaya/IISc_VaaniProject_M_BR_Gaya_02835959_2000170000_BHARCH_352224_16853_19541.wav,0.56104124
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_S_Bihar_Vaishali_82613_10398871_BHVSGOB_25797_6562_9250.wav,https://vaani.iisc.ac.in/Audios/Sarguja/IISc_VaaniProject_M_CG_Sarguja_Ramu65258_1325210000_CGBTDAF_206415_7680_10368.wav,0.6172905
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Parv76886_0952400000_UPVNGS_161131_17522_20210.wav,https://vaani.iisc.ac.in/Audios/Hamirpur/IISc_VaaniProject_M_UP_Hamirpur_Pree36521_1344260000_JKJEV_370388_521_3209.wav,0.5312804
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Pint51496_1418590000_BHVSBO_338120_17440_20128.wav,https://vaani.iisc.ac.in/Audios/Purulia/IISc_VaaniProject_M_WB_Purulia_Moha60154_0359490000_BHGGFA_363766_16512_19200.wav,0.61002487
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Reem80997_1524320000_BHVSAUR_219534_16642_19330.wav,https://vaani.iisc.ac.in/Audios/Gorakhpur/IISc_VaaniProject_M_UP_Gorakhpur_Poon74310_1242050000_UPGPGA_4075_15712_18400.wav,0.55515647
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Khus21461_1415270000_BHVSHO_212844_448_3136.wav,https://vaani.iisc.ac.in/Audios/Rajnandgaon/IISc_VaaniProject_M_CG_Rajnandgaon_Pari51444_0915300000_CGRNTES_86062_3737_6425.wav,0.6831733
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Ansh06430_1020060000_BHVSWAM_340017_245_2933.wav,https://vaani.iisc.ac.in/Audios/Supaul/IISc_VaaniProject_M_BR_Supaul_Prit43842_1329280000_MRAFE_323746_2773_5461.wav,0.6201766
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Jeta22185_0811590000_APCTEC_187975_13325_16013.wav,https://vaani.iisc.ac.in/Audios/Malda/IISc_VaaniProject_M_WB_Malda_Love45123_0952160000_TGKSW_202990_14421_17109.wav,0.666829
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Parv19572_0934450000_CGBTMA_32009_12288_14976.wav,https://vaani.iisc.ac.in/Audios/Sitamarh/IISc_VaaniProject_M_BR_Sitamarh_Rama87419_1529040000_TGKPG_15583_4768_7456.wav,0.6728706
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Rajn16670_1726420000_TGKGY_168875_8822_11510.wav,https://vaani.iisc.ac.in/Audios/Samastipur/IISc_VaaniProject_M_BR_Samastipur_Gour08932_1700300000_BHSPPL_369330_3060_5748.wav,0.5780269
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Renu87705_0832170000_KTCMMQ_181099_11659_14347.wav,https://vaani.iisc.ac.in/Audios/Sitamarh/IISc_VaaniProject_M_BR_Sitamarh_Priy65019_0442440000_APVEV_115974_15562_18250.wav,0.7027387
https://vaani.iisc.ac.in/Audios/Vaishali/IISc_VaaniProject_M_BR_Vaishali_Rake44560_0835520000_BHVSOTHER_339292_6357_9045.wav,https://vaani.iisc.ac.in/Audios/Lakhisar/IISc_VaaniProject_M_BR_Lakhisar_Avij64257_1749150000_TGNLBK_185035_3893_6581.wav,0.4772449
https://vaani.iisc.ac.in/Audios/Sitamarh/IISc_VaaniProject_M_BR_Sitamarh_Swet22963_1112290000_BHSMGY_98280_7840_10528.wav,https://vaani.iisc.ac.in/Audios/Gaya/IISc_VaaniProject_M_BR_Gaya_Mani51516_1420220000_BHGJGA_186657_11747_14435.wav,0.6900045
